Denominator(s+s0),Fold Change,Gene ID,Gene Name,Numerator(r),Score(d),direction,gpl,gse,index,log2foldChange,myGeneId,myGeneSym,q-value(%),subset
0.286,0.715,GI_4557017-S,GI_4557017-S,-0.485,-1.692,down,GPL2700,GSE13052,,-0.485,1116.0,CHI3L1,15.905,Acute
0.223,0.77,GI_19923365-S,GI_19923365-S,-0.377,-1.692,down,GPL2700,GSE13052,,-0.377,10855.0,HPSE,15.905,Acute
0.269,0.729,GI_31343344-S,GI_31343344-S,-0.456,-1.691,down,GPL2700,GSE13052,,-0.456,122553.0,TRAPPC6B,15.905,Acute
0.258,0.739,GI_20357590-S,GI_20357590-S,-0.436,-1.69,down,GPL2700,GSE13052,,-0.436,6873.0,TAF2,15.905,Acute
0.211,0.781,GI_30089917-I,GI_30089917-I,-0.357,-1.69,down,GPL2700,GSE13052,,-0.357,84271.0,POLDIP3,15.905,Acute
0.25,0.746,GI_13375912-S,GI_13375912-S,-0.422,-1.689,down,GPL2700,GSE13052,,-0.422,79713.0,IGFLR1,15.905,Acute
0.2,0.791,GI_21618332-S,GI_21618332-S,-0.338,-1.688,down,GPL2700,GSE13052,,-0.338,6775.0,STAT4,15.905,Acute
0.2,0.792,GI_37546613-S,GI_37546613-S,-0.337,-1.687,down,GPL2700,GSE13052,,-0.337,,,15.905,Acute
0.182,0.808,GI_20336723-S,GI_20336723-S,-0.308,-1.687,down,GPL2700,GSE13052,,-0.308,84449.0,ZNF333,15.905,Acute
0.302,0.703,GI_40254867-S,GI_40254867-S,-0.509,-1.687,down,GPL2700,GSE13052,,-0.509,26009.0,ZZZ3,15.905,Acute
0.164,0.826,GI_6006018-S,GI_6006018-S,-0.276,-1.687,down,GPL2700,GSE13052,,-0.276,3976.0,LIF,15.905,Acute
0.271,0.728,GI_37549470-S,GI_37549470-S,-0.457,-1.687,down,GPL2700,GSE13052,,-0.457,,,15.905,Acute
0.263,0.735,GI_10800407-S,GI_10800407-S,-0.444,-1.686,down,GPL2700,GSE13052,,-0.444,1081.0,CGA,15.905,Acute
0.196,0.795,GI_27363469-S,GI_27363469-S,-0.331,-1.686,down,GPL2700,GSE13052,,-0.331,267012.0,DAOA,15.905,Acute
0.175,0.815,GI_42516562-S,GI_42516562-S,-0.295,-1.686,down,GPL2700,GSE13052,,-0.295,80146.0,UXS1,15.905,Acute
0.276,0.724,GI_38044289-S,GI_38044289-S,-0.466,-1.686,down,GPL2700,GSE13052,,-0.466,55596.0,ZCCHC8,15.905,Acute
0.246,0.75,GI_13376012-S,GI_13376012-S,-0.415,-1.685,down,GPL2700,GSE13052,,-0.415,79768.0,KATNBL1,15.905,Acute
0.309,0.697,GI_4557742-S,GI_4557742-S,-0.521,-1.684,down,GPL2700,GSE13052,,-0.521,4210.0,MEFV,15.905,Acute
0.209,0.784,GI_14249499-S,GI_14249499-S,-0.351,-1.683,down,GPL2700,GSE13052,,-0.351,84897.0,TBRG1,15.905,Acute
0.153,0.836,GI_42476062-S,GI_42476062-S,-0.258,-1.683,down,GPL2700,GSE13052,,-0.258,221749.0,PXDC1,15.905,Acute
0.14,0.849,GI_42733591-S,GI_42733591-S,-0.236,-1.682,down,GPL2700,GSE13052,,-0.236,399693.0,MGC50722,15.905,Acute
0.168,0.823,GI_13376797-S,GI_13376797-S,-0.282,-1.682,down,GPL2700,GSE13052,,-0.282,80304.0,C2orf44,15.905,Acute
0.163,0.827,GI_21536427-S,GI_21536427-S,-0.274,-1.681,down,GPL2700,GSE13052,,-0.274,7485.0,WRB,15.905,Acute
0.205,0.788,GI_21389570-S,GI_21389570-S,-0.344,-1.681,down,GPL2700,GSE13052,,-0.344,146395.0,GSG1L,15.905,Acute
0.344,0.669,GI_13375996-S,GI_13375996-S,-0.579,-1.68,down,GPL2700,GSE13052,,-0.579,79758.0,DHRS12,15.905,Acute
0.268,0.732,GI_9966798-S,GI_9966798-S,-0.45,-1.68,down,GPL2700,GSE13052,,-0.45,57050.0,UTP3,15.905,Acute
0.206,0.787,GI_32699018-S,GI_32699018-S,-0.346,-1.68,down,GPL2700,GSE13052,,-0.346,286006.0,LSMEM1,15.905,Acute
0.122,0.868,GI_13654273-S,GI_13654273-S,-0.205,-1.68,down,GPL2700,GSE13052,,-0.205,81889.0,FAHD1,15.905,Acute
0.214,0.78,GI_4503178-S,GI_4503178-S,-0.359,-1.68,down,GPL2700,GSE13052,,-0.359,8481.0,OFD1,15.905,Acute
0.184,0.807,GI_42658518-S,GI_42658518-S,-0.309,-1.677,down,GPL2700,GSE13052,,-0.309,,,15.905,Acute
0.312,0.696,GI_41147023-S,GI_41147023-S,-0.522,-1.677,down,GPL2700,GSE13052,,-0.522,,,15.905,Acute
0.278,0.724,GI_38202233-S,GI_38202233-S,-0.466,-1.676,down,GPL2700,GSE13052,,-0.466,92610.0,TIFA,15.905,Acute
0.203,0.79,GI_37540070-S,GI_37540070-S,-0.34,-1.676,down,GPL2700,GSE13052,,-0.34,85462.0,FHDC1,15.905,Acute
0.259,0.74,GI_23238233-A,GI_23238233-A,-0.434,-1.676,down,GPL2700,GSE13052,,-0.434,64231.0,MS4A6A,15.905,Acute
0.228,0.767,GI_40806208-I,GI_40806208-I,-0.382,-1.675,down,GPL2700,GSE13052,,-0.382,11060.0,WWP2,15.905,Acute
0.132,0.858,GI_24308387-S,GI_24308387-S,-0.221,-1.674,down,GPL2700,GSE13052,,-0.221,90121.0,TSR2,15.905,Acute
0.22,0.774,GI_38327028-S,GI_38327028-S,-0.369,-1.674,down,GPL2700,GSE13052,,-0.369,9354.0,UBE4A,15.905,Acute
0.156,0.835,GI_13376475-S,GI_13376475-S,-0.26,-1.674,down,GPL2700,GSE13052,,-0.26,,,15.905,Acute
0.373,0.649,GI_36030993-S,GI_36030993-S,-0.625,-1.674,down,GPL2700,GSE13052,,-0.625,56929.0,FEM1C,15.905,Acute
0.118,0.872,GI_8922725-S,GI_8922725-S,-0.197,-1.673,down,GPL2700,GSE13052,,-0.197,55756.0,INTS9,15.905,Acute
0.226,0.77,GI_13384599-S,GI_13384599-S,-0.377,-1.673,down,GPL2700,GSE13052,,-0.377,55812.0,SPATA7,15.905,Acute
0.189,0.803,GI_15055542-S,GI_15055542-S,-0.316,-1.673,down,GPL2700,GSE13052,,-0.316,10929.0,SRSF8,15.905,Acute
0.241,0.756,GI_24431976-S,GI_24431976-S,-0.404,-1.672,down,GPL2700,GSE13052,,-0.404,55113.0,XKR8,15.905,Acute
0.248,0.751,GI_23397645-I,GI_23397645-I,-0.414,-1.671,down,GPL2700,GSE13052,,-0.414,9687.0,GREB1,15.905,Acute
0.141,0.849,GI_34577117-S,GI_34577117-S,-0.236,-1.671,down,GPL2700,GSE13052,,-0.236,23033.0,DOPEY1,15.905,Acute
0.171,0.82,GI_37541062-S,GI_37541062-S,-0.285,-1.671,down,GPL2700,GSE13052,,-0.285,219428.0,OR4C16,15.905,Acute
0.235,0.762,GI_33859778-S,GI_33859778-S,-0.392,-1.669,down,GPL2700,GSE13052,,-0.392,143888.0,KDELC2,15.905,Acute
0.321,0.69,GI_37620205-S,GI_37620205-S,-0.536,-1.668,down,GPL2700,GSE13052,,-0.536,148423.0,C1orf52,15.905,Acute
0.176,0.816,GI_21704270-A,GI_21704270-A,-0.293,-1.667,down,GPL2700,GSE13052,,-0.293,,,15.905,Acute
